feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11
0.1549630010382102,0.05501966739314751,1.2890480955402976,0.18224509276503456,1.2381129243424611,-0.9665426787903828,-0.833874805687536,1.0174870882065603,-2.135241821036982,-0.9972561761902003,1.380624259160333,0.2475994287926645
-2.6462606048742594,-0.31780893592353077,1.0434320732623792,0.21545943048253163,-0.8808243157753148,-0.2667070419837674,-0.12453735919972216,-0.24617318187103276,0.14119127576357998,-1.2070073003720811,-1.1802057959208032,-1.0518076396872351
0.18130631355762308,-0.9760023701150591,-0.9730292411961504,0.631115587242351,0.7109847479875281,0.14739811940225586,0.6138268231827543,0.3963281271027502,-0.8059321176305257,0.8004548168521092,-0.07331759697250187,0.5915983010296229
-0.4319638245154519,-0.9259216235246162,-1.9038398604879017,0.7099501756872638,0.2639261792159514,0.570008828190743,-2.2336081035670903,0.7394136510786695,0.6235545342304478,-1.3445040364551701,1.09287102177736,-0.5892164206550685
-0.19572605678562732,0.723099083823887,-0.46679458507466925,0.18052324187030935,0.10799256593269237,0.3143392882588254,-0.24376083733998152,2.420558234793719,-0.5092942228546712,-1.5021657756837428,0.5487257268160824,-1.426461811558949
-1.1179144257984532,-0.08725223465966565,-0.09356251567817447,2.216062863025901,-2.0026313102746305,-0.07757839051102736,-1.436255159756027,0.08461724978545983,-1.1192997430280998,-1.8278314179056239,0.503297146058392,0.11608681568169309
-0.6558198091962628,-0.5089266266528331,1.2456425946825027,0.6691653943630461,-0.032897853540433966,0.979402138161078,-1.2475425124426234,1.147706357910098,-1.8161357943040048,-0.9759345714436354,0.0897192341588951,-1.8626805477254538
-0.3741724981088641,-0.6201373418346803,-1.6938576018967006,1.2960271183719314,-1.786315578582854,0.2225580828879235,0.6391710595745047,1.328401587138855,-0.15260616945608566,-0.6345975634534453,0.3708816380057981,0.22654519412983604
0.49396500306942226,0.12110629935718788,-1.008784005317341,0.796451322021789,0.7391997084284038,1.0248365854116281,-0.28146357829153074,0.4821545063422448,0.2997569341653228,-0.7397447994456687,-0.8623219193585822,-0.08726810377895923
-0.3043780073528199,0.10160881313388101,-1.4513786070911832,1.2011676832167482,0.1322960591566471,-1.1280047596264127,0.4207114201359763,-1.5299001768195888,0.015335065356323492,0.8352060588181967,1.1103512437573504,-0.32316289996340886
-0.6765045409883093,0.9932721532732202,-0.20870134748904107,-0.2903616277525277,-0.6696155126856789,-0.6408057517819459,0.003790928463918782,-0.7584755103630924,-1.1929073326248272,-1.3141164645095984,-1.0591775202039346,0.3976527727677672
-1.6241279588613353,-0.38492168691691375,0.4505554171603042,-0.6300046507564967,-0.12244265693188541,-0.48612592163009416,-2.8103713870744227,0.775840791145794,-0.27011727600592417,0.4605723431118991,0.06900562402521615,1.6141024946721567
